,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,,,
Preferred Shares Number,14757222.0,4600000.0,9400000.0,4600000.0
Ordinary Shares Number,83000488.0,63812215.0,57458169.0,43781684.0
Share Issued,83000488.0,63812215.0,57458169.0,43781684.0
Net Debt,13105005000.0,12187561000.0,3543694000.0,2276828000.0
Total Debt,13333932000.0,12404614000.0,3636355000.0,2388475000.0
Tangible Book Value,1131940000.0,960427000.0,1064382000.0,774181000.0
Invested Capital,14495452000.0,13373149000.0,4700737000.0,3162656000.0
Net Tangible Assets,1487491000.0,1187859000.0,1291321000.0,885215000.0
Common Stock Equity,1161520000.0,968535000.0,1064382000.0,774181000.0
Preferred Stock Equity,355551000.0,227432000.0,226939000.0,111034000.0
Total Capitalization,14851003000.0,13600581000.0,4927676000.0,3273690000.0
Total Equity Gross Minority Interest,1535612000.0,1220886000.0,1323556000.0,921572000.0
Minority Interest,18541000.0,24919000.0,32235000.0,36357000.0
Stockholders Equity,1517071000.0,1195967000.0,1291321000.0,885215000.0
Retained Earnings,-353360000.0,-290881000.0,-97279000.0,-141521000.0
Additional Paid In Capital,1514797000.0,1259352000.0,1161603000.0,915658000.0
Capital Stock,355634000.0,227496000.0,226997000.0,111078000.0
Common Stock,83000.0,64000.0,58000.0,44000.0
Preferred Stock,355551000.0,227432000.0,226939000.0,111034000.0
Total Liabilities Net Minority Interest,13780318000.0,12865000000.0,3853863000.0,2492291000.0
Derivative Product Liabilities,61776000.0,54198000.0,12298000.0,24553000.0
Long Term Debt And Capital Lease Obligation,13333932000.0,12404614000.0,3636355000.0,2388475000.0
Payables,139966000.0,123166000.0,62587000.0,21962000.0
Other Payable,68102000.0,39148000.0,8594000.0,8237000.0
Accounts Payable,71864000.0,84018000.0,53993000.0,13725000.0
Total Assets,15315930000.0,14085886000.0,5177419000.0,3413863000.0
Investments And Advances,14251343000.0,13348097000.0,4717218000.0,3124764000.0
Investmentin Financial Assets,14251343000.0,13348097000.0,4717218000.0,2983144000.0
Available For Sale Securities,,,,38640000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,14107347000.0,13215579000.0,4698324000.0,2967665000.0
Long Term Equity Investment,,,195643000.0,141620000.0
Investment Properties,22085000.0,28403000.0,24681000.0,23598000.0
Goodwill And Other Intangible Assets,29580000.0,8108000.0,0.0,
Other Intangible Assets,29580000.0,8108000.0,0.0,
Receivables,532133000.0,176174000.0,215724000.0,112464000.0
Cash And Cash Equivalents,228927000.0,217053000.0,92661000.0,111647000.0
Cash Cash Equivalents And Federal Funds Sold,230545000.0,221869000.0,92836000.0,111822000.0
