,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.0,0.27
Net Income From Continuing Operation Net Minority Interest,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Interest Income,8917287.0,12022729.0,18439828.0,21899683.0
Interest Expense,6243293.0,2176479.0,148705.0,1141112.0
Interest Income,15160580.0,14199208.0,18588533.0,23040795.0
Normalized Income,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Income From Continuing And Discontinued Operation,14800331.0,-59834694.0,-7709676.0,18815411.0
Diluted Average Shares,,21293485.0,21415767.0,21265703.0
Basic Average Shares,,21293485.0,21415767.0,21265703.0
Diluted EPS,,-2.81,-0.36,0.12
Basic EPS,,-2.81,-0.36,0.12
Diluted NI Availto Com Stockholders,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Income Common Stockholders,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Income,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Income Including Noncontrolling Interests,14800331.0,-59834694.0,-7709676.0,18815411.0
Net Income Continuous Operations,14800331.0,-59834694.0,-7709676.0,18815411.0
Pretax Income,14800331.0,-59834694.0,-7709676.0,18815411.0
Gain On Sale Of Security,-14553512.0,-2021958.0,3553479.0,-22273570.0
Operating Expense,741765.0,931381.0,965698.0,984671.0
Other Operating Expenses,69756.0,113147.0,79272.0,54960.0
Selling General And Administration,672009.0,818234.0,886426.0,929711.0
General And Administrative Expense,672009.0,818234.0,886426.0,929711.0
Total Revenue,15542096.0,-58903313.0,-6743978.0,19800082.0
Operating Revenue,15542096.0,-58903313.0,-6743978.0,19800082.0
