,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,30852251.0,30994291.0,31134420.0,31380871.0
Ordinary Shares Number,875602849.0,875460809.0,875320680.0,875074229.0
Share Issued,906455100.0,906455100.0,906455100.0,906455100.0
Net Debt,85880000000.0,40765000000.0,13810000000.0,6099000000.0
Total Debt,97920000000.0,47392000000.0,20665000000.0,12990000000.0
Tangible Book Value,438811000000.0,391338000000.0,143550000000.0,94902000000.0
Invested Capital,533819000000.0,437179000000.0,163539000000.0,107583000000.0
Working Capital,-123510000000.0,-359025000000.0,-108137000000.0,-28457000000.0
Net Tangible Assets,438811000000.0,391338000000.0,143550000000.0,94902000000.0
Capital Lease Obligations,2912000000.0,1551000000.0,676000000.0,309000000.0
Common Stock Equity,438811000000.0,391338000000.0,143550000000.0,94902000000.0
Total Capitalization,483156000000.0,436606000000.0,143550000000.0,107367000000.0
Total Equity Gross Minority Interest,438811000000.0,391338000000.0,143550000000.0,94902000000.0
Stockholders Equity,438811000000.0,391338000000.0,143550000000.0,94902000000.0
Gains Losses Not Affecting Retained Earnings,256215000000.0,257189000000.0,83024000000.0,69205000000.0
Other Equity Adjustments,256215000000.0,257189000000.0,83024000000.0,69205000000.0
Treasury Stock,27946000000.0,27946000000.0,8974000000.0,4607000000.0
Retained Earnings,-135502000000.0,-183873000000.0,-41577000000.0,-26704000000.0
Additional Paid In Capital,4716000000.0,4674000000.0,1492000000.0,760000000.0
Capital Stock,341328000000.0,341294000000.0,109585000000.0,56248000000.0
Common Stock,341328000000.0,341294000000.0,109585000000.0,56248000000.0
Total Liabilities Net Minority Interest,1069993000000.0,1103844000000.0,319718000000.0,129608000000.0
Total Non Current Liabilities Net Minority Interest,714268000000.0,484917000000.0,129763000000.0,65984000000.0
Employee Benefits,7371000000.0,8197000000.0,2717000000.0,1588000000.0
Non Current Pension And Other Postretirement Benefit Plans,4922000000.0,5795000000.0,1941000000.0,1167000000.0
Tradeand Other Payables Non Current,159770000000.0,57201000000.0,19547000000.0,10177000000.0
