,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.27,0.27
Net Income From Continuing Operation Net Minority Interest,39099764.0,-5946250.0,18260812.0,2693904.0
Net Interest Income,29621876.0,21251285.0,17680600.0,17651073.0
Interest Expense,5501341.0,2953532.0,1252309.0,1584173.0
Interest Income,35123217.0,24204817.0,18932909.0,19235246.0
Normalized Income,39099764.0,-5946250.0,18260812.0,2693904.0
Net Income From Continuing And Discontinued Operation,39099764.0,-5946250.0,18260812.0,2693904.0
Diluted Average Shares,,22870192.0,22269283.0,22395660.0
Basic Average Shares,,22870192.0,22269283.0,22395660.0
Diluted EPS,,-0.26,0.82,0.19
Basic EPS,,-0.26,0.82,0.19
Diluted NI Availto Com Stockholders,39099764.0,-5946250.0,18260812.0,2693904.0
Net Income Common Stockholders,39099764.0,-5946250.0,18260812.0,2693904.0
Net Income,39099764.0,-5946250.0,18260812.0,2693904.0
Net Income Including Noncontrolling Interests,39099764.0,-5946250.0,18260812.0,2693904.0
Net Income Continuous Operations,39099764.0,-5946250.0,18260812.0,2693904.0
Pretax Income,39099764.0,-5946250.0,18260812.0,2693904.0
Gain On Sale Of Security,-2277755.0,-4200151.0,4192915.0,-12508209.0
Operating Expense,293194.0,275767.0,333208.0,299157.0
Other Operating Expenses,23616.0,44137.0,18964.0,-19979.0
Selling General And Administration,269578.0,231630.0,314244.0,319136.0
General And Administrative Expense,269578.0,231630.0,314244.0,319136.0
Total Revenue,39392958.0,-5670483.0,18594020.0,2993061.0
Operating Revenue,39392958.0,-5670483.0,18594020.0,2993061.0
