,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,12012.0,58380.0,-45974.0,-314550.0
Tax Rate For Calcs,0.286,0.21,0.254,0.27
Normalized EBITDA,1014000.0,-467000.0,575000.0,-446000.0
Total Unusual Items,42000.0,278000.0,-181000.0,-1165000.0
Total Unusual Items Excluding Goodwill,42000.0,278000.0,-181000.0,-1165000.0
Net Income From Continuing Operation Net Minority Interest,486000.0,-1120000.0,-555000.0,-3964000.0
Reconciled Depreciation,608000.0,560000.0,667000.0,815000.0
Reconciled Cost Of Revenue,11878000.0,11007000.0,11115000.0,9506000.0
EBITDA,1056000.0,-189000.0,394000.0,-1611000.0
EBIT,448000.0,-749000.0,-273000.0,-2426000.0
Net Interest Income,190000.0,34000.0,11000.0,14000.0
Interest Income,190000.0,34000.0,11000.0,14000.0
Normalized Income,456012.0,-1339620.0,-419974.0,-3113550.0
Net Income From Continuing And Discontinued Operation,486000.0,-1120000.0,-555000.0,-3964000.0
Total Expenses,27616000.0,24966000.0,26108000.0,22754000.0
Total Operating Income As Reported,448000.0,-749000.0,-273000.0,-3078000.0
Diluted Average Shares,9073000.0,8741000.0,8545000.0,8333000.0
Basic Average Shares,8941000.0,8741000.0,8545000.0,8333000.0
Diluted EPS,0.05,-0.13,-0.06,-0.48
Basic EPS,0.05,-0.13,-0.06,-0.48
Diluted NI Availto Com Stockholders,486000.0,-1120000.0,-555000.0,-3964000.0
Net Income Common Stockholders,486000.0,-1120000.0,-555000.0,-3964000.0
Net Income,486000.0,-1120000.0,-555000.0,-3964000.0
Net Income Including Noncontrolling Interests,486000.0,-1120000.0,-555000.0,-3964000.0
Net Income Continuous Operations,486000.0,-1120000.0,-555000.0,-3964000.0
Tax Provision,194000.0,683000.0,112000.0,387000.0
Pretax Income,680000.0,-437000.0,-443000.0,-3577000.0
Other Income Expense,42000.0,278000.0,-181000.0,-1165000.0
Special Income Charges,0.0,57000.0,21000.0,-652000.0
Gain On Sale Of Ppe,0.0,57000.0,21000.0,0.0
Write Off,,,0.0,652000.0
Gain On Sale Of Security,42000.0,221000.0,-202000.0,-513000.0
Net Non Operating Interest Income Expense,190000.0,34000.0,11000.0,14000.0
Interest Income Non Operating,190000.0,34000.0,11000.0,14000.0
Operating Income,448000.0,-749000.0,-273000.0,-2426000.0
Operating Expense,15738000.0,13959000.0,14993000.0,13248000.0
Research And Development,6524000.0,6083000.0,6635000.0,6357000.0
Selling General And Administration,9214000.0,7876000.0,8358000.0,6891000.0
Gross Profit,16186000.0,13210000.0,14720000.0,10822000.0
Cost Of Revenue,11878000.0,11007000.0,11115000.0,9506000.0
Total Revenue,28064000.0,24217000.0,25835000.0,20328000.0
Operating Revenue,28064000.0,24217000.0,25835000.0,20328000.0
