,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.0,0.0
Normalized EBITDA,-142892000.0,-129362000.0,-29045000.0,-187909000.0
Net Income From Continuing Operation Net Minority Interest,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Reconciled Depreciation,8848000.0,8472000.0,8315000.0,7265000.0
EBITDA,-142892000.0,-129362000.0,-29045000.0,-187909000.0
EBIT,-151740000.0,-137834000.0,-37360000.0,-195174000.0
Normalized Income,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Net Income From Continuing And Discontinued Operation,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Total Expenses,248802000.0,271451000.0,244445000.0,216272000.0
Total Operating Income As Reported,-151740000.0,-137834000.0,-37360000.0,-195174000.0
Diluted Average Shares,83733730.0,82467587.0,80416936.0,77758806.0
Basic Average Shares,83733730.0,82467587.0,80416936.0,77758806.0
Diluted EPS,-1.56,-1.62,-0.45,-2.45
Basic EPS,-1.56,-1.62,-0.45,-2.45
Diluted NI Availto Com Stockholders,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Net Income Common Stockholders,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Net Income,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Net Income Including Noncontrolling Interests,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Net Income Continuous Operations,-130391000.0,-133310000.0,-36329000.0,-190228000.0
Tax Provision,5212000.0,3254000.0,0.0,0.0
Pretax Income,-125179000.0,-130056000.0,-36329000.0,-190228000.0
Other Income Expense,26561000.0,7778000.0,1031000.0,4946000.0
Other Non Operating Income Expenses,26561000.0,7778000.0,1031000.0,4946000.0
Operating Income,-151740000.0,-137834000.0,-37360000.0,-195174000.0
Operating Expense,248802000.0,271451000.0,244445000.0,216272000.0
Research And Development,192115000.0,210418000.0,189407000.0,156869000.0
Selling General And Administration,56687000.0,61033000.0,55038000.0,59403000.0
General And Administrative Expense,56687000.0,61033000.0,55038000.0,59403000.0
Other Gand A,56687000.0,61033000.0,55038000.0,59403000.0
Total Revenue,97062000.0,133617000.0,207085000.0,21098000.0
Operating Revenue,97062000.0,133617000.0,207085000.0,21098000.0
