,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,1679570.0,215626.0,
Ordinary Shares Number,138745357.0,138376144.0,139840088.0,141530780.0
Share Issued,138745357.0,140055714.0,140055714.0,141530780.0
Net Debt,1684471000.0,1390636000.0,935118000.0,1138582000.0
Total Debt,1871772000.0,1697092000.0,1245312000.0,1566094000.0
Tangible Book Value,2299900000.0,2456471000.0,2566631000.0,2586975000.0
Invested Capital,4171672000.0,4153563000.0,3811943000.0,4153069000.0
Net Tangible Assets,2299900000.0,2456471000.0,2566631000.0,2587100000.0
Common Stock Equity,2299900000.0,2456471000.0,2566631000.0,2586975000.0
Preferred Stock Equity,,,,125000.0
Total Capitalization,4171672000.0,4153563000.0,3811943000.0,4153194000.0
Total Equity Gross Minority Interest,2299900000.0,2456471000.0,2604267000.0,2622386000.0
Minority Interest,,0.0,37636000.0,35286000.0
Stockholders Equity,2299900000.0,2456471000.0,2566631000.0,2587100000.0
Treasury Stock,,,3602000.0,0.0
Retained Earnings,-426704000.0,-257245000.0,-160959000.0,-47472000.0
Additional Paid In Capital,2725217000.0,2712316000.0,2726190000.0,2491836000.0
Capital Stock,1387000.0,1400000.0,1400000.0,142736000.0
Common Stock,1387000.0,1400000.0,1400000.0,142611000.0
Preferred Stock,,,0.0,125000.0
Total Liabilities Net Minority Interest,5769461000.0,5785042000.0,4851004000.0,4330157000.0
Long Term Debt And Capital Lease Obligation,1871772000.0,1697092000.0,1245312000.0,1566094000.0
Long Term Debt,1871772000.0,1697092000.0,1245312000.0,1566094000.0
Payables And Accrued Expenses,44643000.0,61868000.0,61724000.0,78860000.0
Payables,44643000.0,61868000.0,61724000.0,78860000.0
Other Payable,9315000.0,9867000.0,9983000.0,10036000.0
Dividends Payable,35328000.0,52001000.0,51741000.0,53480000.0
Accounts Payable,,,54457000.0,15344000.0
Total Assets,8069361000.0,8241513000.0,7455271000.0,6952543000.0
Investments And Advances,42474000.0,41880000.0,0.0,338270000.0
Available For Sale Securities,,,,338270000.0
Long Term Equity Investment,42474000.0,41880000.0,0.0,
Receivables,,,25990000.0,35668000.0
Accounts Receivable,,,25990000.0,35668000.0
Cash And Cash Equivalents,187301000.0,306456000.0,310194000.0,427512000.0
Cash Cash Equivalents And Federal Funds Sold,214889000.0,348159000.0,334136000.0,430974000.0
