,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.229,0.204,0.193,0.084
Normalized EBITDA,791853000.0,709064000.0,631010000.0,664814000.0
Net Income From Continuing Operation Net Minority Interest,419924000.0,384735000.0,366794000.0,457443000.0
Reconciled Depreciation,142145000.0,141564000.0,134681000.0,125363000.0
Reconciled Cost Of Revenue,7010124000.0,6135046000.0,5706588000.0,5504684000.0
EBITDA,791853000.0,709064000.0,631010000.0,664814000.0
EBIT,649708000.0,567500000.0,496329000.0,539451000.0
Net Interest Income,-105059000.0,-83861000.0,-41757000.0,-39836000.0
Interest Expense,105059000.0,83861000.0,41757000.0,39836000.0
Normalized Income,419924000.0,384735000.0,366794000.0,457443000.0
Net Income From Continuing And Discontinued Operation,419924000.0,384735000.0,366794000.0,457443000.0
Total Expenses,7010124000.0,6135046000.0,5706588000.0,5504684000.0
Total Operating Income As Reported,649708000.0,567500000.0,496329000.0,539451000.0
Diluted Average Shares,22573000.0,23413000.0,23677000.0,24992000.0
Basic Average Shares,22381000.0,23196000.0,23446000.0,24705000.0
Diluted EPS,18.6,16.43,15.49,18.3
Basic EPS,18.76,16.59,15.64,18.52
Diluted NI Availto Com Stockholders,419924000.0,384735000.0,366794000.0,457443000.0
Net Income Common Stockholders,419924000.0,384735000.0,366794000.0,457443000.0
Net Income,419924000.0,384735000.0,366794000.0,457443000.0
Net Income Including Noncontrolling Interests,419924000.0,384735000.0,366794000.0,457443000.0
Net Income Continuous Operations,419924000.0,384735000.0,366794000.0,457443000.0
Tax Provision,124725000.0,98904000.0,87778000.0,42172000.0
Pretax Income,544649000.0,483639000.0,454572000.0,499615000.0
Net Non Operating Interest Income Expense,-105059000.0,-83861000.0,-41757000.0,-39836000.0
Interest Expense Non Operating,105059000.0,83861000.0,41757000.0,39836000.0
Operating Income,649708000.0,567500000.0,496329000.0,539451000.0
Gross Profit,649708000.0,567500000.0,496329000.0,539451000.0
Cost Of Revenue,7010124000.0,6135046000.0,5706588000.0,5504684000.0
Total Revenue,7659832000.0,6702546000.0,6202917000.0,6044135000.0
Operating Revenue,7659832000.0,6702546000.0,6202917000.0,6044135000.0
