,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-972000000.0,2155000000.0,1669000000.0,144000000.0
Repurchase Of Capital Stock,-276000000.0,-239000000.0,-600000000.0,-58000000.0
Repayment Of Debt,-80000000.0,-392000000.0,-156000000.0,-2715000000.0
Issuance Of Debt,0.0,0.0,600000000.0,3985000000.0
Capital Expenditure,-1868000000.0,-1612000000.0,-963000000.0,-187000000.0
Interest Paid Supplemental Data,441000000.0,303000000.0,347000000.0,206000000.0
Income Tax Paid Supplemental Data,26000000.0,17000000.0,159000000.0,76000000.0
End Cash Position,740000000.0,702000000.0,1041000000.0,913000000.0
Beginning Cash Position,702000000.0,1041000000.0,913000000.0,612000000.0
Changes In Cash,38000000.0,-339000000.0,128000000.0,301000000.0
Financing Cash Flow,978000000.0,-2784000000.0,-3696000000.0,104000000.0
Cash From Discontinued Financing Activities,0.0,0.0,-2226000000.0,-1053000000.0
Cash Flow From Continuing Financing Activities,978000000.0,-2784000000.0,-1470000000.0,1157000000.0
Net Other Financing Charges,-41000000.0,-40000000.0,-42000000.0,-55000000.0
Net Preferred Stock Issuance,0.0,0.0,-28000000.0,0.0
Preferred Stock Payments,0.0,0.0,-28000000.0,0.0
Net Common Stock Issuance,-276000000.0,-239000000.0,-572000000.0,-58000000.0
Common Stock Payments,-276000000.0,-239000000.0,-572000000.0,-58000000.0
Net Issuance Payments Of Debt,1295000000.0,-2505000000.0,-828000000.0,1270000000.0
Net Short Term Debt Issuance,1375000000.0,-2113000000.0,-1272000000.0,1861000000.0
Short Term Debt Issuance,,,,1861000000.0
Net Long Term Debt Issuance,-80000000.0,-392000000.0,444000000.0,-591000000.0
Long Term Debt Payments,-80000000.0,-392000000.0,-156000000.0,-2715000000.0
Long Term Debt Issuance,0.0,0.0,600000000.0,2124000000.0
Investing Cash Flow,-1836000000.0,-1322000000.0,1192000000.0,-134000000.0
Cash From Discontinued Investing Activities,0.0,0.0,1627000000.0,0.0
Cash Flow From Continuing Investing Activities,-1836000000.0,-1322000000.0,-435000000.0,-134000000.0
Net Other Investing Changes,-49000000.0,,2000000.0,
Net Business Purchase And Sale,-522000000.0,0.0,465000000.0,0.0
Sale Of Business,0.0,0.0,465000000.0,0.0
Purchase Of Business,-522000000.0,,0.0,0.0
Net Intangibles Purchase And Sale,-1247000000.0,-1305000000.0,-861000000.0,-77000000.0
Sale Of Intangibles,603000000.0,290000000.0,61000000.0,53000000.0
Purchase Of Intangibles,-1850000000.0,-1595000000.0,-922000000.0,-130000000.0
Net PPE Purchase And Sale,-18000000.0,-17000000.0,-41000000.0,-57000000.0
Purchase Of PPE,-18000000.0,-17000000.0,-41000000.0,-57000000.0
Operating Cash Flow,896000000.0,3767000000.0,2632000000.0,331000000.0
Cash From Discontinued Operating Activities,0.0,0.0,625000000.0,947000000.0
Cash Flow From Continuing Operating Activities,896000000.0,3767000000.0,2007000000.0,-616000000.0
Change In Working Capital,-109000000.0,201000000.0,-353000000.0,-587000000.0
Change In Other Current Assets,-6000000.0,278000000.0,286000000.0,86000000.0
Change In Payables And Accrued Expense,-131000000.0,-230000000.0,-259000000.0,-625000000.0
Change In Payable,-131000000.0,-230000000.0,-259000000.0,-625000000.0
Change In Account Payable,,-230000000.0,-259000000.0,-625000000.0
Change In Prepaid Assets,28000000.0,153000000.0,-380000000.0,-48000000.0
Change In Receivables,,,,1293000000.0
Other Non Cash Items,601000000.0,2774000000.0,3164000000.0,1778000000.0
Stock Based Compensation,,,,22000000.0
Provisionand Write Offof Assets,40000000.0,30000000.0,34000000.0,22000000.0
Deferred Tax,135000000.0,289000000.0,351000000.0,4000000.0
Deferred Income Tax,135000000.0,289000000.0,351000000.0,4000000.0
Depreciation Amortization Depletion,38000000.0,37000000.0,57000000.0,73000000.0
Depreciation And Amortization,38000000.0,37000000.0,57000000.0,73000000.0
Operating Gains Losses,-309000000.0,-487000000.0,-2700000000.0,-2213000000.0
Gain Loss On Investment Securities,68000000.0,332000000.0,86000000.0,-41000000.0
Gain Loss On Sale Of PPE,-23000000.0,3000000.0,-7000000.0,
Gain Loss On Sale Of Business,0.0,0.0,-528000000.0,0.0
Net Income From Continuing Operations,500000000.0,923000000.0,1454000000.0,307000000.0
