,2024-07-31,2023-07-31,2021-08-31,2020-08-31
Tax Effect Of Unusual Items,-19593.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.27,0.27
Total Unusual Items,-93300.0,,,
Total Unusual Items Excluding Goodwill,-93300.0,,,
Net Income From Continuing Operation Net Minority Interest,690481.0,-811629.0,1444006.0,457634.0
Net Interest Income,852624.0,825862.0,1233587.0,1296517.0
Interest Expense,524206.0,489668.0,158394.0,232034.0
Interest Income,1376830.0,1315530.0,1391981.0,1528551.0
Normalized Income,764188.0,-811629.0,1444006.0,457634.0
Net Income From Continuing And Discontinued Operation,690481.0,-811629.0,1444006.0,457634.0
Diluted Average Shares,,1623258.0,1604451.0,1578048.0
Basic Average Shares,,1623258.0,1604451.0,1578048.0
Diluted EPS,,-0.5,0.9,0.29
Basic EPS,,-0.5,0.9,0.29
Diluted NI Availto Com Stockholders,690481.0,-811629.0,1444006.0,457634.0
Net Income Common Stockholders,690481.0,-811629.0,1444006.0,457634.0
Net Income,690481.0,-811629.0,1444006.0,457634.0
Net Income Including Noncontrolling Interests,690481.0,-811629.0,1444006.0,457634.0
Net Income Continuous Operations,690481.0,-811629.0,1444006.0,457634.0
Pretax Income,690481.0,-811629.0,1444006.0,457634.0
Special Income Charges,-93300.0,,,
Restructuring And Mergern Acquisition,93300.0,,,
Gain On Sale Of Security,-583682.0,-1468928.0,42848.0,-357880.0
Operating Expense,133393.0,127690.0,89074.0,144926.0
Other Operating Expenses,-20830.0,-24104.0,-38242.0,-39287.0
Selling General And Administration,154223.0,151794.0,127316.0,184213.0
General And Administrative Expense,154223.0,151794.0,127316.0,184213.0
Total Revenue,917174.0,-683939.0,1533080.0,602560.0
Operating Revenue,917174.0,-683939.0,1533080.0,602560.0
