,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,92637.0,-21836.482
Tax Rate For Calcs,0.009779,0.019077,0.047,0.047
Normalized EBITDA,-18244000.0,-22278000.0,-21632000.0,-23420057.0
Total Unusual Items,,0.0,1971000.0,-464606.0
Total Unusual Items Excluding Goodwill,,0.0,1971000.0,-464606.0
Net Income From Continuing Operation Net Minority Interest,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Reconciled Depreciation,1025000.0,596000.0,382000.0,399242.0
Reconciled Cost Of Revenue,2804000.0,1616000.0,1385000.0,1737539.0
EBITDA,-18244000.0,-22278000.0,-19661000.0,-23884663.0
EBIT,-19269000.0,-22874000.0,-20043000.0,-24283905.0
Net Interest Income,433000.0,287000.0,11000.0,84327.0
Interest Income,433000.0,287000.0,11000.0,84327.0
Normalized Income,-18834000.0,-22162000.0,-19096363.0,-23068280.482
Net Income From Continuing And Discontinued Operation,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Total Expenses,35299000.0,31466000.0,25494000.0,27779737.0
Total Operating Income As Reported,-19269000.0,-22874000.0,-20043000.0,-24748511.0
Diluted Average Shares,5515000.0,4726636.0,3945181.0,2599913.0
Basic Average Shares,5515000.0,4726636.0,3945181.0,2599913.0
Diluted EPS,-3.42,-4.692345,-4.35,-9.0
Basic EPS,-3.42,-4.692345,-4.35,-9.0
Diluted NI Availto Com Stockholders,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Net Income Common Stockholders,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Net Income,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Net Income Including Noncontrolling Interests,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Net Income Continuous Operations,-18834000.0,-22162000.0,-17218000.0,-23511050.0
Tax Provision,-186000.0,-431000.0,-851000.0,-1170890.0
Pretax Income,-19020000.0,-22593000.0,-18069000.0,-24681940.0
Other Income Expense,-184000.0,-6000.0,1963000.0,-482362.0
Other Non Operating Income Expenses,-184000.0,-6000.0,-8000.0,-17756.0
Special Income Charges,,0.0,1971000.0,-464606.0
Gain On Sale Of Business,,0.0,549000.0,
Other Special Charges,,,-1422000.0,
Restructuring And Mergern Acquisition,,,0.0,464606.0
Earnings From Equity Interest,,,549254.0,0.0
Net Non Operating Interest Income Expense,433000.0,287000.0,11000.0,84327.0
Interest Income Non Operating,433000.0,287000.0,11000.0,84327.0
Operating Income,-19269000.0,-22874000.0,-20043000.0,-24283905.0
Operating Expense,32495000.0,29850000.0,24109000.0,26042198.0
Research And Development,5321000.0,5520000.0,2536000.0,4201279.0
Selling General And Administration,27174000.0,24330000.0,21573000.0,21840919.0
Gross Profit,13226000.0,6976000.0,4066000.0,1758293.0
Cost Of Revenue,2804000.0,1616000.0,1385000.0,1737539.0
Total Revenue,16030000.0,8592000.0,5451000.0,3495832.0
Operating Revenue,16030000.0,8592000.0,5451000.0,3495832.0
