,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-146700.0,51090.0,3390.0,0.0
Tax Rate For Calcs,0.1,0.13,0.03,0.0
Normalized EBITDA,-50365000.0,-68419000.0,-70119000.0,-59215000.0
Total Unusual Items,-1467000.0,393000.0,113000.0,-555000.0
Total Unusual Items Excluding Goodwill,-1467000.0,393000.0,113000.0,-555000.0
Net Income From Continuing Operation Net Minority Interest,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Reconciled Depreciation,2215000.0,2359000.0,2406000.0,1967000.0
EBITDA,-51832000.0,-68026000.0,-70006000.0,-59770000.0
EBIT,-54047000.0,-70385000.0,-72412000.0,-61737000.0
Net Interest Income,868000.0,-286000.0,5904000.0,-106000.0
Interest Expense,176000.0,355000.0,581000.0,184000.0
Interest Income,1044000.0,69000.0,6485000.0,78000.0
Normalized Income,-52912700.0,-71094910.0,-73105610.0,-61366000.0
Net Income From Continuing And Discontinued Operation,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Total Expenses,68425000.0,74782000.0,79010000.0,76691000.0
Total Operating Income As Reported,-53624000.0,-70847000.0,-79010000.0,-61260000.0
Diluted Average Shares,84694616.0,83554412.0,74951833.0,71900212.0
Basic Average Shares,84694616.0,83554412.0,74951833.0,71900212.0
Diluted EPS,-0.64,-0.85,-0.97,-0.86
Basic EPS,-0.64,-0.85,-0.97,-0.86
Diluted NI Availto Com Stockholders,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Net Income Common Stockholders,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Net Income,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Net Income Including Noncontrolling Interests,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Net Income Continuous Operations,-54233000.0,-70753000.0,-72996000.0,-61921000.0
Tax Provision,10000.0,13000.0,3000.0,0.0
Pretax Income,-54223000.0,-70740000.0,-72993000.0,-61921000.0
Other Income Expense,-1467000.0,393000.0,113000.0,-555000.0
Gain On Sale Of Security,-1467000.0,393000.0,113000.0,-555000.0
Net Non Operating Interest Income Expense,868000.0,-286000.0,5904000.0,-106000.0
Interest Expense Non Operating,176000.0,355000.0,581000.0,184000.0
Interest Income Non Operating,1044000.0,69000.0,6485000.0,78000.0
Operating Income,-53624000.0,-70847000.0,-79010000.0,-61260000.0
Operating Expense,68425000.0,74782000.0,79010000.0,76691000.0
Other Operating Expenses,3243000.0,4864000.0,5849000.0,6118000.0
Research And Development,54606000.0,60336000.0,62282000.0,59487000.0
Selling General And Administration,10576000.0,9582000.0,10879000.0,11086000.0
General And Administrative Expense,10576000.0,9582000.0,10879000.0,11086000.0
Salaries And Wages,10576000.0,9582000.0,10879000.0,11086000.0
Total Revenue,14801000.0,3935000.0,0.0,15431000.0
Operating Revenue,14801000.0,3935000.0,0.0,15431000.0
