,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,8859556.0,9090000.0,9236000.0,9442000.0
Ordinary Shares Number,106800000.0,106500000.0,103300000.0,97400000.0
Share Issued,115659556.0,115590000.0,112536000.0,106842000.0
Net Debt,3455714000.0,3670213000.0,2556976000.0,2746184000.0
Total Debt,3715400000.0,3680900000.0,3170367000.0,3166625000.0
Tangible Book Value,4980757000.0,4986620000.0,4197490000.0,3444905000.0
Invested Capital,8696157000.0,8667520000.0,7367857000.0,6611530000.0
Working Capital,-149591000.0,-421747000.0,290534000.0,118780000.0
Net Tangible Assets,4980757000.0,4986620000.0,4197490000.0,3444905000.0
Common Stock Equity,4980757000.0,4986620000.0,4197490000.0,3444905000.0
Total Capitalization,8696157000.0,8625520000.0,7367857000.0,6611530000.0
Total Equity Gross Minority Interest,5051771000.0,5056921000.0,4266255000.0,3516587000.0
Minority Interest,71014000.0,70301000.0,68765000.0,71682000.0
Stockholders Equity,4980757000.0,4986620000.0,4197490000.0,3444905000.0
Gains Losses Not Affecting Retained Earnings,-1252000.0,-1774000.0,-3739000.0,-5383000.0
Other Equity Adjustments,-1252000.0,-1774000.0,-3739000.0,-5383000.0
Treasury Stock,320364000.0,328684000.0,333974000.0,341412000.0
Retained Earnings,-613651000.0,-581532000.0,-829453000.0,-791079000.0
Additional Paid In Capital,5914868000.0,5897454000.0,5363530000.0,4581710000.0
Capital Stock,1156000.0,1156000.0,1126000.0,1069000.0
Common Stock,1156000.0,1156000.0,1126000.0,1069000.0
Total Liabilities Net Minority Interest,4331966000.0,4271014000.0,3710529000.0,3682365000.0
Total Non Current Liabilities Net Minority Interest,3902423000.0,3818465000.0,3363419000.0,3356454000.0
Other Non Current Liabilities,187023000.0,179565000.0,193052000.0,189829000.0
Long Term Debt And Capital Lease Obligation,3715400000.0,3638900000.0,3170367000.0,3166625000.0
Long Term Debt,3715400000.0,3638900000.0,3170367000.0,3166625000.0
Current Liabilities,429543000.0,452549000.0,347110000.0,325911000.0
Current Debt And Capital Lease Obligation,,42000000.0,,
Current Debt,,42000000.0,,
Line Of Credit,0.0,42000000.0,,
Payables And Accrued Expenses,429543000.0,410549000.0,347110000.0,325911000.0
Payables,429543000.0,410549000.0,347110000.0,325911000.0
Dividends Payable,110427000.0,103628000.0,88786000.0,84147000.0
Total Tax Payable,96517000.0,95551000.0,66673000.0,66156000.0
Accounts Payable,222599000.0,211370000.0,191651000.0,175608000.0
Total Assets,9383737000.0,9327935000.0,7976784000.0,7198952000.0
Total Non Current Assets,9103785000.0,9297133000.0,7339140000.0,6754261000.0
Other Non Current Assets,244182000.0,229371000.0,234370000.0,216276000.0
Investments And Advances,,0.0,13730000.0,18994000.0
Long Term Equity Investment,,0.0,13730000.0,18994000.0
Investmentsin Joint Venturesat Cost,,0.0,13730000.0,18994000.0
Investment Properties,8859603000.0,9067762000.0,7091040000.0,6518991000.0
Current Assets,279952000.0,30802000.0,637644000.0,444691000.0
Restricted Cash,8361000.0,6751000.0,5589000.0,4092000.0
Receivables,11905000.0,13364000.0,18664000.0,20158000.0
Accounts Receivable,11905000.0,13364000.0,18664000.0,20158000.0
Cash Cash Equivalents And Short Term Investments,259686000.0,10687000.0,613391000.0,420441000.0
Cash And Cash Equivalents,259686000.0,10687000.0,613391000.0,420441000.0
