,2023-11-30,2022-11-30,2021-11-30,2020-11-30
Ordinary Shares Number,17351391.0,17102279.0,16860795.0,16657955.0
Share Issued,17351391.0,17102279.0,16860795.0,16657955.0
Net Debt,11863000.0,27632000.0,43819990.0,42261534.0
Total Debt,14172000.0,28600000.0,46968979.0,46057307.0
Tangible Book Value,73906000.0,71293000.0,105134224.0,117234696.0
Invested Capital,88078000.0,99893000.0,152103203.0,163292003.0
Net Tangible Assets,73906000.0,71293000.0,105134224.0,117234696.0
Common Stock Equity,73906000.0,71293000.0,105134224.0,117234696.0
Total Capitalization,88078000.0,99893000.0,152103203.0,163292003.0
Total Equity Gross Minority Interest,73906000.0,71293000.0,105134224.0,117234696.0
Stockholders Equity,73906000.0,71293000.0,105134224.0,117234696.0
Retained Earnings,,-153584000.0,-129186464.0,-120659370.0
Additional Paid In Capital,224724000.0,224860000.0,,
Capital Stock,17000.0,17000.0,234320688.0,237894066.0
Common Stock,17000.0,17000.0,234320688.0,237894066.0
Total Liabilities Net Minority Interest,21036000.0,45711000.0,61765565.0,54760268.0
Derivative Product Liabilities,6154000.0,15970000.0,8778282.0,2313638.0
Long Term Debt And Capital Lease Obligation,14172000.0,28600000.0,46968979.0,46057307.0
Payables,582000.0,17009000.0,14796586.0,8702961.0
Other Payable,146000.0,16135000.0,14018217.0,5738930.0
Accounts Payable,436000.0,874000.0,778369.0,2964031.0
Total Assets,94942000.0,117004000.0,166899789.0,171994964.0
Investments And Advances,84070000.0,93110000.0,142306172.0,162844607.0
Investmentin Financial Assets,84070000.0,93110000.0,142306172.0,162844607.0
Available For Sale Securities,3860000.0,,,162359844.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,80210000.0,93110000.0,141731898.0,162359844.0
Prepaid Assets,0.0,6000.0,15916224.0,1850162.0
Receivables,2302000.0,3895000.0,3073404.0,3001219.0
Taxes Receivable,3000.0,6000.0,,
Cash And Cash Equivalents,2309000.0,968000.0,3148989.0,3795773.0
Cash Financial,2309000.0,968000.0,3148989.0,3795773.0
Cash Cash Equivalents And Federal Funds Sold,8551000.0,19984000.0,21518009.0,4288773.0
