,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.204,0.225,0.068,0.27
Normalized EBITDA,79057000.0,74425000.0,62981000.0,-6884000.0
Net Income From Continuing Operation Net Minority Interest,52805000.0,47985000.0,47265000.0,-22983000.0
Reconciled Depreciation,13657000.0,12482000.0,12276000.0,13292000.0
Reconciled Cost Of Revenue,221722000.0,222065000.0,193567000.0,157901000.0
EBITDA,79057000.0,74425000.0,62981000.0,-6884000.0
EBIT,65400000.0,61943000.0,50705000.0,-20176000.0
Net Interest Income,929000.0,-19000.0,5000.0,-10000.0
Interest Expense,,,,10000.0
Normalized Income,52805000.0,47985000.0,47265000.0,-22983000.0
Net Income From Continuing And Discontinued Operation,52805000.0,47985000.0,47265000.0,-22983000.0
Total Expenses,420714000.0,405994000.0,360817000.0,275486000.0
Diluted Average Shares,14471875.0,15249819.0,16122583.0,14923304.0
Basic Average Shares,14342931.0,14940770.0,15460634.0,14923304.0
Diluted EPS,3.65,3.15,2.93,-1.65
Basic EPS,3.68,3.21,3.06,-1.65
Diluted NI Availto Com Stockholders,52805000.0,47985000.0,47265000.0,-22983000.0
Net Income Common Stockholders,52805000.0,47985000.0,47265000.0,-22983000.0
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0
Net Income,52805000.0,47985000.0,47265000.0,-22983000.0
Net Income Including Noncontrolling Interests,52805000.0,47985000.0,47265000.0,-22983000.0
Net Income Continuous Operations,52805000.0,47985000.0,47265000.0,-22983000.0
Tax Provision,13524000.0,13939000.0,3445000.0,2797000.0
Pretax Income,66329000.0,61924000.0,50710000.0,-20186000.0
Net Non Operating Interest Income Expense,929000.0,-19000.0,5000.0,-10000.0
Total Other Finance Cost,-929000.0,19000.0,-5000.0,10000.0
Interest Expense Non Operating,,,,10000.0
Operating Income,65400000.0,61943000.0,50705000.0,-20176000.0
Operating Expense,198992000.0,183929000.0,167250000.0,117585000.0
Selling General And Administration,198992000.0,183929000.0,167250000.0,117585000.0
Gross Profit,264392000.0,245872000.0,217955000.0,97409000.0
Cost Of Revenue,221722000.0,222065000.0,193567000.0,157901000.0
Total Revenue,486114000.0,467937000.0,411522000.0,255310000.0
Operating Revenue,486114000.0,467937000.0,411522000.0,255310000.0
