,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.27,0.27
Net Income From Continuing Operation Net Minority Interest,20247926.0,5365955.0,12633887.0,7780414.0
Net Interest Income,24648006.0,18199240.0,13407134.0,11538925.0
Interest Expense,3550396.0,2329936.0,1297831.0,765864.0
Interest Income,28198402.0,20529176.0,14704965.0,12304789.0
Normalized Income,20247926.0,5365955.0,12633887.0,7780414.0
Net Income From Continuing And Discontinued Operation,20247926.0,5365955.0,12633887.0,7780414.0
Diluted Average Shares,7129551.0,7154607.0,6720153.0,6593571.0
Basic Average Shares,7129551.0,7154607.0,6720153.0,6593571.0
Diluted EPS,2.84,0.75,1.88,1.18
Basic EPS,2.84,0.75,1.88,1.18
Diluted NI Availto Com Stockholders,20247926.0,5365955.0,12633887.0,7780414.0
Net Income Common Stockholders,20247926.0,5365955.0,12633887.0,7780414.0
Net Income,20247926.0,5365955.0,12633887.0,7780414.0
Net Income Including Noncontrolling Interests,20247926.0,5365955.0,12633887.0,7780414.0
Net Income Continuous Operations,20247926.0,5365955.0,12633887.0,7780414.0
Pretax Income,20247926.0,5365955.0,12633887.0,7780414.0
Gain On Sale Of Security,-4994351.0,4280403.0,3147264.0,-5607972.0
Operating Expense,2999835.0,2492741.0,1609558.0,2070153.0
Other Operating Expenses,1020953.0,849808.0,351785.0,563269.0
Selling General And Administration,1978882.0,1642933.0,1257773.0,1506884.0
Selling And Marketing Expense,,,71394.0,150000.0
General And Administrative Expense,1978882.0,1642933.0,1186379.0,1356884.0
Total Revenue,23247761.0,7858696.0,14243445.0,9850567.0
Operating Revenue,23247761.0,7858696.0,14243445.0,9850567.0
