,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,,,
Ordinary Shares Number,534238.0,63758.0,43127.0,51137.0
Share Issued,534238.0,63758.0,43127.0,51137.0
Net Debt,,,,11722788.0
Total Debt,,,,11722788.0
Tangible Book Value,2906361.0,5947308.0,6575456.0,-13692310.0
Invested Capital,2906361.0,5947308.0,6575456.0,-1969522.0
Working Capital,2906361.0,5947308.0,6575456.0,-13692310.0
Net Tangible Assets,2906361.0,5947308.0,6575456.0,-13692310.0
Common Stock Equity,2906361.0,5947308.0,6575456.0,-13692310.0
Total Capitalization,2906361.0,5947308.0,6575456.0,-13692310.0
Total Equity Gross Minority Interest,2906361.0,5947308.0,6575456.0,-13692310.0
Stockholders Equity,2906361.0,5947308.0,6575456.0,-13692310.0
Retained Earnings,-80908958.0,-71960227.0,-70475607.0,-68864922.0
Additional Paid In Capital,83814785.0,77907471.0,77040713.0,55160339.0
Capital Stock,534.0,64.0,10350.0,12273.0
Common Stock,534.0,64.0,10350.0,12273.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,831402.0,2547929.0,99909.0,13692310.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0
Current Liabilities,831402.0,2547929.0,99909.0,13692310.0
Other Current Liabilities,470740.0,1659468.0,,
Current Deferred Liabilities,0.0,783675.0,0.0,252500.0
Current Deferred Revenue,0.0,783675.0,,
Current Debt And Capital Lease Obligation,,,,11722788.0
Current Debt,,,,11722788.0
Other Current Borrowings,,,,11712179.0
Line Of Credit,,,0.0,10609.0
Current Notes Payable,,,0.0,11712179.0
Payables And Accrued Expenses,360662.0,104786.0,99909.0,1717022.0
Current Accrued Expenses,,,0.0,1251626.0
Interest Payable,,,0.0,1251626.0
Payables,360662.0,104786.0,99909.0,465396.0
Accounts Payable,360662.0,104786.0,99909.0,465396.0
Total Assets,3737763.0,8495237.0,6675365.0,0.0
Total Non Current Assets,0.0,0.0,0.0,0.0
Current Assets,3737763.0,8495237.0,6675365.0,0.0
Prepaid Assets,711194.0,956925.0,0.0,
Receivables,328844.0,579910.0,,
Other Receivables,328844.0,579910.0,,
Cash Cash Equivalents And Short Term Investments,3026569.0,7538312.0,6675365.0,0.0
Cash And Cash Equivalents,3026569.0,7538312.0,6675365.0,0.0
Cash Financial,3026569.0,7538312.0,6675365.0,0.0
