,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-47488000.0,8278000.0,-20999000.0,-21870000.0
Repayment Of Debt,-4000.0,-49000.0,-85000.0,-460000.0
Issuance Of Capital Stock,14612000.0,23158000.0,35300000.0,76589000.0
Capital Expenditure,-153000.0,-366000.0,-133000.0,-253000.0
Interest Paid Supplemental Data,0.0,0.0,0.0,8000.0
Income Tax Paid Supplemental Data,0.0,0.0,0.0,0.0
End Cash Position,76990000.0,109608000.0,78221000.0,63999000.0
Beginning Cash Position,109608000.0,78221000.0,63999000.0,9693000.0
Changes In Cash,-32618000.0,31387000.0,14222000.0,54306000.0
Financing Cash Flow,14870000.0,23109000.0,35221000.0,76176000.0
Cash Flow From Continuing Financing Activities,14870000.0,23109000.0,35221000.0,76176000.0
Proceeds From Stock Option Exercised,262000.0,0.0,6000.0,47000.0
Net Common Stock Issuance,14612000.0,23158000.0,35300000.0,76589000.0
Common Stock Issuance,14612000.0,23158000.0,35300000.0,76589000.0
Net Issuance Payments Of Debt,-4000.0,-49000.0,-85000.0,-460000.0
Net Long Term Debt Issuance,-4000.0,-49000.0,-85000.0,-460000.0
Long Term Debt Payments,-4000.0,-49000.0,-85000.0,-460000.0
Investing Cash Flow,-153000.0,-366000.0,-133000.0,-253000.0
Cash Flow From Continuing Investing Activities,-153000.0,-366000.0,-133000.0,-253000.0
Net PPE Purchase And Sale,-153000.0,-366000.0,-133000.0,-253000.0
Purchase Of PPE,-153000.0,-366000.0,-133000.0,-253000.0
Operating Cash Flow,-47335000.0,8644000.0,-20866000.0,-21617000.0
Cash Flow From Continuing Operating Activities,-47335000.0,8644000.0,-20866000.0,-21617000.0
Change In Working Capital,-3149000.0,38167000.0,1690000.0,-1103000.0
Change In Other Working Capital,,34002000.0,998000.0,
Change In Other Current Liabilities,-494000.0,-272000.0,-342000.0,-315000.0
Change In Other Current Assets,-527000.0,0.0,,
Change In Payables And Accrued Expense,-2177000.0,4595000.0,1195000.0,-257000.0
Change In Prepaid Assets,49000.0,-158000.0,-161000.0,-531000.0
Stock Based Compensation,3842000.0,2795000.0,1694000.0,1254000.0
Depreciation Amortization Depletion,790000.0,699000.0,524000.0,447000.0
Depreciation And Amortization,790000.0,699000.0,524000.0,447000.0
Net Income From Continuing Operations,-48818000.0,-33017000.0,-24774000.0,-22215000.0
