,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-188509000.0,-227381000.0,-184670000.0,-68252000.0,
Repurchase Of Capital Stock,,,0.0,0.0,-9209000.0
Repayment Of Debt,-275000000.0,-155000000.0,-355000000.0,-293136000.0,
Issuance Of Debt,406915000.0,263052000.0,500440000.0,369571000.0,
Issuance Of Capital Stock,181453000.0,202956000.0,98141000.0,50410000.0,
Capital Expenditure,-13000.0,-281000.0,-1995000.0,,
End Cash Position,32273000.0,21585000.0,11431000.0,31613000.0,
Beginning Cash Position,21585000.0,11431000.0,31613000.0,13744000.0,
Changes In Cash,10688000.0,10154000.0,-20182000.0,17869000.0,
Financing Cash Flow,199197000.0,237535000.0,164488000.0,86121000.0,
Net Other Financing Charges,-1063000.0,-1021000.0,-16604000.0,-239000.0,
Cash Dividends Paid,-102925000.0,-71102000.0,-58624000.0,-39945000.0,
Common Stock Dividend Paid,-102925000.0,-71102000.0,-58624000.0,-39945000.0,
Net Common Stock Issuance,181453000.0,202956000.0,98141000.0,50410000.0,
Common Stock Payments,,,0.0,0.0,-9209000.0
Common Stock Issuance,181453000.0,202956000.0,98141000.0,50410000.0,
Net Issuance Payments Of Debt,131915000.0,108052000.0,145440000.0,76435000.0,
Net Long Term Debt Issuance,131915000.0,108052000.0,145440000.0,76435000.0,
Long Term Debt Payments,-275000000.0,-155000000.0,-355000000.0,-293136000.0,
Long Term Debt Issuance,406915000.0,263052000.0,500440000.0,369571000.0,
Investing Cash Flow,-13000.0,-281000.0,-1995000.0,0.0,
Net PPE Purchase And Sale,-13000.0,-281000.0,-1995000.0,0.0,
Purchase Of PPE,-13000.0,-281000.0,-1995000.0,0.0,
Operating Cash Flow,-188496000.0,-227100000.0,-182675000.0,-68252000.0,
Change In Working Capital,-3861000.0,-3881000.0,-2515000.0,6633000.0,
Change In Other Current Liabilities,618000.0,1997000.0,3153000.0,6779000.0,
Change In Other Current Assets,-706000.0,-128000.0,-3090000.0,95000.0,
Change In Payable,126000.0,-1085000.0,1191000.0,-463000.0,
Change In Receivables,-3899000.0,-4665000.0,-3769000.0,222000.0,
Other Non Cash Items,-9540000.0,3126000.0,23026000.0,-1374000.0,
Depreciation And Amortization,4304000.0,2750000.0,2230000.0,1967000.0,
Depreciation,4304000.0,2750000.0,2230000.0,1967000.0,
Gain Loss On Investment Securities,-262788000.0,-262188000.0,-248231000.0,-126361000.0,
Net Income From Continuing Operations,83389000.0,33093000.0,42815000.0,50883000.0,
