,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,,-6716279.069767,460000.0,0.0
Tax Rate For Calcs,0.186215,0.176744,0.23,0.24
Normalized EBITDA,,956000000.0,836000000.0,678000000.0
Total Unusual Items,,-38000000.0,2000000.0,0.0
Total Unusual Items Excluding Goodwill,,-38000000.0,2000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,,531000000.0,442000000.0,299000000.0
Reconciled Depreciation,,155000000.0,150000000.0,148000000.0
Reconciled Cost Of Revenue,,1472000000.0,1257000000.0,1083000000.0
EBITDA,,918000000.0,838000000.0,678000000.0
EBIT,,763000000.0,688000000.0,530000000.0
Net Interest Income,,-118000000.0,-116000000.0,-137000000.0
Interest Expense,,118000000.0,116000000.0,137000000.0
Normalized Income,,562283720.930233,440460000.0,299000000.0
Net Income From Continuing And Discontinued Operation,,531000000.0,442000000.0,299000000.0
Total Expenses,,1985000000.0,1733000000.0,1547000000.0
Total Operating Income As Reported,,784000000.0,669000000.0,534000000.0
Diluted Average Shares,90945946.0,96021700.0,107021792.0,114122137.0
Basic Average Shares,89973262.0,96021700.0,107021792.0,114122137.0
Diluted EPS,7.4,5.53,4.13,2.62
Basic EPS,7.48,5.53,4.13,2.62
Diluted NI Availto Com Stockholders,,531000000.0,442000000.0,299000000.0
Net Income Common Stockholders,,531000000.0,442000000.0,299000000.0
Net Income,,531000000.0,442000000.0,299000000.0
Net Income Including Noncontrolling Interests,,531000000.0,442000000.0,299000000.0
Net Income Continuous Operations,,531000000.0,442000000.0,299000000.0
Tax Provision,,114000000.0,130000000.0,94000000.0
Pretax Income,,645000000.0,572000000.0,393000000.0
Other Income Expense,,-21000000.0,19000000.0,-4000000.0
Other Non Operating Income Expenses,,17000000.0,17000000.0,-4000000.0
Special Income Charges,,,,0.0
Gain On Sale Of Security,,-38000000.0,4000000.0,
Net Non Operating Interest Income Expense,,-118000000.0,-116000000.0,-137000000.0
Interest Expense Non Operating,,118000000.0,116000000.0,137000000.0
Operating Income,,784000000.0,669000000.0,534000000.0
Operating Expense,,513000000.0,476000000.0,464000000.0
Research And Development,,185000000.0,171000000.0,147000000.0
Selling General And Administration,,328000000.0,305000000.0,317000000.0
Gross Profit,,1297000000.0,1145000000.0,998000000.0
Cost Of Revenue,,1472000000.0,1257000000.0,1083000000.0
Total Revenue,,2769000000.0,2402000000.0,2081000000.0
Operating Revenue,,2769000000.0,2402000000.0,2081000000.0
