,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-382284000.0,-237894000.0,-346346000.0,-1367930000.0
Tax Rate For Calcs,0.252,0.186,0.286,0.29
Normalized EBITDA,20646000000.0,20324000000.0,19066000000.0,16275000000.0
Total Unusual Items,-1517000000.0,-1279000000.0,-1211000000.0,-4717000000.0
Total Unusual Items Excluding Goodwill,-1517000000.0,-1279000000.0,-1211000000.0,-4717000000.0
Net Income From Continuing Operation Net Minority Interest,5341000000.0,5969000000.0,4670000000.0,-650000000.0
Reconciled Depreciation,5411000000.0,5078000000.0,5052000000.0,4829000000.0
Reconciled Cost Of Revenue,27396000000.0,26305000000.0,23097000000.0,19634000000.0
EBITDA,19129000000.0,19045000000.0,17855000000.0,11558000000.0
EBIT,13718000000.0,13967000000.0,12803000000.0,6729000000.0
Net Interest Income,-4136000000.0,-3039000000.0,-4946000000.0,-6027000000.0
Interest Expense,4594000000.0,4443000000.0,4340000000.0,4650000000.0
Interest Income,733000000.0,462000000.0,231000000.0,465000000.0
Normalized Income,6475716000.0,7010106000.0,5534654000.0,2699070000.0
Net Income From Continuing And Discontinued Operation,5341000000.0,5969000000.0,4670000000.0,1405000000.0
Total Expenses,45120000000.0,43321000000.0,40099000000.0,34273000000.0
Total Operating Income As Reported,13966000000.0,14517000000.0,13824000000.0,9620000000.0
Diluted Average Shares,2054000000.0,2050000000.0,2045000000.0,1984000000.0
Basic Average Shares,2016000000.0,2013000000.0,2007000000.0,1984000000.0
Diluted EPS,2.6,2.91,2.28,0.7
Basic EPS,2.65,2.97,2.33,0.7
Diluted NI Availto Com Stockholders,5341000000.0,5969000000.0,4670000000.0,1405000000.0
Net Income Common Stockholders,5341000000.0,5969000000.0,4670000000.0,1405000000.0
Net Income,5341000000.0,5969000000.0,4670000000.0,1405000000.0
Minority Interests,-1550000000.0,-1628000000.0,-1444000000.0,-797000000.0
Net Income Including Noncontrolling Interests,6890000000.0,7596000000.0,6113000000.0,2202000000.0
Net Income Discontinuous Operations,,0.0,0.0,2055000000.0
Net Income Continuous Operations,6890000000.0,7596000000.0,6113000000.0,147000000.0
Tax Provision,2234000000.0,1928000000.0,2350000000.0,1932000000.0
Pretax Income,9124000000.0,9524000000.0,8463000000.0,2079000000.0
Other Income Expense,-1001000000.0,-1903000000.0,-796000000.0,-4503000000.0
Other Non Operating Income Expenses,256000000.0,220000000.0,167000000.0,58000000.0
Special Income Charges,-551000000.0,-169000000.0,-548000000.0,-3047000000.0
Gain On Sale Of Ppe,73000000.0,82000000.0,65000000.0,56000000.0
Gain On Sale Of Business,-385000000.0,-71000000.0,-247000000.0,-239000000.0
Other Special Charges,97000000.0,69000000.0,177000000.0,182000000.0
Impairment Of Capital Assets,,0.0,0.0,2500000000.0
Restructuring And Mergern Acquisition,142000000.0,111000000.0,189000000.0,182000000.0
Earnings From Equity Interest,260000000.0,-844000000.0,248000000.0,156000000.0
Gain On Sale Of Security,-966000000.0,-1110000000.0,-663000000.0,-1670000000.0
Net Non Operating Interest Income Expense,-4136000000.0,-3039000000.0,-4946000000.0,-6027000000.0
Total Other Finance Cost,275000000.0,-942000000.0,837000000.0,1842000000.0
Interest Expense Non Operating,4594000000.0,4443000000.0,4340000000.0,4650000000.0
Interest Income Non Operating,733000000.0,462000000.0,231000000.0,465000000.0
Operating Income,14260000000.0,14465000000.0,14205000000.0,12608000000.0
Operating Expense,17724000000.0,17016000000.0,17002000000.0,14639000000.0
Other Operating Expenses,-449000000.0,-539000000.0,-573000000.0,-730000000.0
Other Taxes,,,73000000.0,103000000.0
Selling General And Administration,18173000000.0,17555000000.0,17575000000.0,15369000000.0
Selling And Marketing Expense,13435000000.0,13141000000.0,13181000000.0,11965000000.0
General And Administrative Expense,4738000000.0,4414000000.0,4394000000.0,3404000000.0
Other Gand A,4738000000.0,4414000000.0,4394000000.0,3404000000.0
Gross Profit,31984000000.0,31481000000.0,31207000000.0,27247000000.0
Cost Of Revenue,27396000000.0,26305000000.0,23097000000.0,19634000000.0
Total Revenue,59380000000.0,57786000000.0,54304000000.0,46881000000.0
Operating Revenue,59380000000.0,57786000000.0,54304000000.0,46881000000.0
