,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Ordinary Shares Number,10367192.0,10362954.0,10362393.0,10353920.0
Share Issued,10367192.0,10362954.0,10362393.0,10353920.0
Net Debt,65290000.0,74899000.0,74900000.0,74872329.0
Total Debt,75000000.0,75000000.0,75000000.0,75000000.0
Tangible Book Value,216157000.0,219853000.0,282348000.0,363898904.0
Invested Capital,291157000.0,294853000.0,357348000.0,438898904.0
Net Tangible Assets,216157000.0,219853000.0,282348000.0,363898904.0
Common Stock Equity,216157000.0,219853000.0,282348000.0,363898904.0
Total Capitalization,291157000.0,294853000.0,357348000.0,438898904.0
Total Equity Gross Minority Interest,216157000.0,219853000.0,282348000.0,363898904.0
Stockholders Equity,216157000.0,219853000.0,282348000.0,363898904.0
Retained Earnings,-13468000.0,-32459000.0,30051000.0,111728562.0
Additional Paid In Capital,229625000.0,252312000.0,252297000.0,252170238.0
Capital Stock,0.0,0.0,0.0,104.0
Common Stock,0.0,0.0,0.0,104.0
Total Liabilities Net Minority Interest,111970000.0,112479000.0,110636000.0,114546162.0
Preferred Securities Outside Stock Equity,30000000.0,30000000.0,30000000.0,30000000.0
Derivative Product Liabilities,23000.0,4000.0,69000.0,36052.0
Long Term Debt And Capital Lease Obligation,75000000.0,75000000.0,75000000.0,75000000.0
Payables,6919000.0,7422000.0,5384000.0,9207803.0
Other Payable,412000.0,423000.0,534000.0,51099.0
Accounts Payable,6507000.0,6999000.0,4850000.0,9156704.0
Total Assets,328127000.0,332332000.0,392984000.0,478445066.0
Investments And Advances,314324000.0,327898000.0,388364000.0,473965110.0
Investmentin Financial Assets,314324000.0,327898000.0,388364000.0,473965110.0
Available For Sale Securities,15000.0,,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,314309000.0,327898000.0,388364000.0,473965110.0
Prepaid Assets,5000.0,8000.0,24000.0,18477.0
Receivables,4014000.0,4254000.0,4424000.0,4333808.0
Taxes Receivable,0.0,0.0,0.0,
Cash And Cash Equivalents,9710000.0,101000.0,100000.0,127671.0
Cash Financial,9710000.0,101000.0,100000.0,127671.0
Cash Cash Equivalents And Federal Funds Sold,9729000.0,119000.0,100000.0,127671.0
