,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,114436091.0,113801097.0,99271727.0,98222942.0
Share Issued,114436091.0,113801097.0,99271727.0,98222942.0
Tangible Book Value,2076245000.0,2073003000.0,1621624000.0,1604157000.0
Net Tangible Assets,2076245000.0,2073003000.0,1621624000.0,1604157000.0
Common Stock Equity,2076245000.0,2073003000.0,1621624000.0,1604157000.0
Total Equity Gross Minority Interest,2076245000.0,2073003000.0,1621624000.0,1604157000.0
Stockholders Equity,2076245000.0,2073003000.0,1621624000.0,1604157000.0
Other Equity Interest,-30185000.0,-37551000.0,-43309000.0,-20171000.0
Capital Stock,2148474000.0,2161562000.0,1697638000.0,1658226000.0
Common Stock,2148474000.0,2161562000.0,1697638000.0,1658226000.0
Total Liabilities Net Minority Interest,1295000.0,1623000.0,2140000.0,1876000.0
Total Assets,2077540000.0,2074626000.0,1623764000.0,1606033000.0
Investments And Advances,2077540000.0,2074626000.0,1623764000.0,1605941000.0
Long Term Equity Investment,2077540000.0,2074626000.0,1623764000.0,1605941000.0
