,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,410000.0,96390.0
Tax Rate For Calcs,0.21,0.21,0.004,0.27
Normalized EBITDA,-8109000.0,-29502000.0,-36754000.0,-33965000.0
Total Unusual Items,0.0,0.0,102500000.0,357000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,102500000.0,357000.0
Net Income From Continuing Operation Net Minority Interest,-30438000.0,-46466000.0,50199000.0,-48155000.0
Reconciled Depreciation,14813000.0,11710000.0,10441000.0,9548000.0
Reconciled Cost Of Revenue,98875000.0,84439000.0,68469000.0,57222000.0
EBITDA,-8109000.0,-29502000.0,65746000.0,-33608000.0
EBIT,-22922000.0,-41212000.0,55305000.0,-43156000.0
Net Interest Income,-3133000.0,-2992000.0,-4452000.0,-3784000.0
Interest Expense,6925000.0,4986000.0,4918000.0,4885000.0
Interest Income,3792000.0,1994000.0,466000.0,1101000.0
Normalized Income,-30438000.0,-46466000.0,-51891000.0,-48415610.0
Net Income From Continuing And Discontinued Operation,-30438000.0,-46466000.0,50199000.0,-48155000.0
Total Expenses,425928000.0,373048000.0,321624000.0,251121000.0
Total Operating Income As Reported,-26683000.0,-42669000.0,55205000.0,-44233000.0
Diluted Average Shares,46309000.0,45740000.0,46039000.0,42125000.0
Basic Average Shares,46309000.0,45740000.0,45066000.0,42125000.0
Diluted EPS,-0.66,-1.02,1.09,-1.14
Basic EPS,-0.66,-1.02,1.11,-1.14
Diluted NI Availto Com Stockholders,-30438000.0,-46466000.0,50199000.0,-48155000.0
Net Income Common Stockholders,-30438000.0,-46466000.0,50199000.0,-48155000.0
Net Income,-30438000.0,-46466000.0,50199000.0,-48155000.0
Net Income Including Noncontrolling Interests,-30438000.0,-46466000.0,50199000.0,-48155000.0
Net Income Continuous Operations,-30438000.0,-46466000.0,50199000.0,-48155000.0
Tax Provision,591000.0,268000.0,188000.0,114000.0
Pretax Income,-29847000.0,-46198000.0,50387000.0,-48041000.0
Other Income Expense,-31000.0,-537000.0,102134000.0,333000.0
Other Non Operating Income Expenses,-31000.0,-537000.0,-366000.0,-24000.0
Special Income Charges,0.0,0.0,102500000.0,357000.0
Impairment Of Capital Assets,0.0,0.0,82300000.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,-184800000.0,-357000.0
Net Non Operating Interest Income Expense,-3133000.0,-2992000.0,-4452000.0,-3784000.0
Interest Expense Non Operating,6925000.0,4986000.0,4918000.0,4885000.0
Interest Income Non Operating,3792000.0,1994000.0,466000.0,1101000.0
Operating Income,-26683000.0,-42669000.0,-47295000.0,-44590000.0
Operating Expense,327053000.0,288609000.0,253155000.0,193899000.0
Research And Development,73915000.0,57337000.0,48506000.0,43070000.0
Selling General And Administration,253138000.0,231272000.0,204649000.0,150829000.0
Gross Profit,300370000.0,245940000.0,205860000.0,149309000.0
Cost Of Revenue,98875000.0,84439000.0,68469000.0,57222000.0
Total Revenue,399245000.0,330379000.0,274329000.0,206531000.0
Operating Revenue,399245000.0,330379000.0,274329000.0,206531000.0
