,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,82272.0,10016.0,,432452.0
Ordinary Shares Number,14519215.0,14450470.0,14350451.0,13313790.0
Share Issued,14601487.0,14460486.0,14350451.0,13746242.0
Net Debt,,,,17501.0
Total Debt,386887.0,564558.0,740590.0,237704.0
Tangible Book Value,17321974.0,15705516.0,13166311.0,6357664.0
Invested Capital,17376861.0,15804074.0,13320901.0,6570368.0
Working Capital,14075476.0,12437979.0,8953084.0,5082287.0
Net Tangible Assets,17321974.0,15705516.0,13166311.0,6357664.0
Capital Lease Obligations,332000.0,466000.0,586000.0,25000.0
Common Stock Equity,17321974.0,15705516.0,13166311.0,6357664.0
Total Capitalization,17330064.0,15760363.0,13264995.0,6512234.0
Total Equity Gross Minority Interest,17321974.0,15705516.0,13166311.0,6357664.0
Stockholders Equity,17321974.0,15705516.0,13166311.0,6357664.0
Treasury Stock,250138.0,40848.0,2515.0,996323.0
Retained Earnings,-22754796.0,-24125092.0,-26256492.0,-29472369.0
Additional Paid In Capital,40180893.0,39726851.0,39281810.0,36688894.0
Capital Stock,146015.0,144605.0,143508.0,137462.0
Common Stock,146015.0,144605.0,143508.0,137462.0
Total Liabilities Net Minority Interest,4280142.0,5974427.0,5634408.0,1963263.0
Total Non Current Liabilities Net Minority Interest,211367.0,594867.0,529684.0,154570.0
Non Current Deferred Liabilities,31277.0,231020.0,0.0,
Non Current Deferred Revenue,31277.0,231020.0,0.0,
Long Term Debt And Capital Lease Obligation,180090.0,363847.0,529684.0,154570.0
Long Term Capital Lease Obligation,172000.0,309000.0,431000.0,0.0
Long Term Debt,8090.0,54847.0,98684.0,154570.0
Current Liabilities,4068775.0,5379560.0,5104724.0,1808693.0
Current Deferred Liabilities,251755.0,2521128.0,1707138.0,12177.0
Current Deferred Revenue,251755.0,2521128.0,1707138.0,12177.0
Current Debt And Capital Lease Obligation,206797.0,200711.0,210906.0,83134.0
Current Capital Lease Obligation,160000.0,157000.0,155000.0,25000.0
Current Debt,46797.0,43711.0,55906.0,58134.0
Other Current Borrowings,46797.0,43711.0,55906.0,58134.0
Line Of Credit,,,0.0,0.0
Payables And Accrued Expenses,3610223.0,2657721.0,3186680.0,1713382.0
Current Accrued Expenses,1075137.0,820856.0,1086429.0,804091.0
Payables,2535086.0,1836865.0,2100251.0,909291.0
Accounts Payable,2535086.0,1836865.0,2100251.0,909291.0
Total Assets,21602116.0,21679943.0,18800719.0,8320927.0
Total Non Current Assets,3457865.0,3862404.0,4742911.0,1429947.0
Non Current Deferred Assets,1569726.0,2069436.0,2823978.0,117000.0
Non Current Deferred Taxes Assets,1569726.0,2069436.0,2823978.0,117000.0
Net PPE,1888139.0,1792968.0,1918933.0,1312947.0
Accumulated Depreciation,-11936004.0,-11446901.0,-11028154.0,-10558816.0
Gross PPE,13824143.0,13239869.0,12947087.0,11871763.0
Leases,985649.0,985649.0,951384.0,951384.0
Construction In Progress,281629.0,64910.0,246669.0,61062.0
Other Properties,11603982.0,11236427.0,11075729.0,10290471.0
Machinery Furniture Equipment,952883.0,952883.0,673305.0,568846.0
Properties,0.0,0.0,0.0,0.0
Current Assets,18144251.0,17817539.0,14057808.0,6890980.0
Other Current Assets,276349.0,211242.0,225873.0,
Prepaid Assets,,,225873.0,71506.0
Inventory,4581930.0,4875901.0,3911602.0,3709471.0
Inventories Adjustments Allowances,-310960.0,-158925.0,-283907.0,-436155.0
Finished Goods,537975.0,525872.0,805159.0,592640.0
Work In Process,1493582.0,1863512.0,1309572.0,2800226.0
Raw Materials,2861333.0,2645442.0,2080778.0,752760.0
Receivables,4472346.0,4463643.0,4870021.0,2914800.0
Other Receivables,83191.0,685668.0,,
Accounts Receivable,4389155.0,3777975.0,4870021.0,2914800.0
Allowance For Doubtful Accounts Receivable,-10000.0,-10000.0,-10000.0,-10000.0
Gross Accounts Receivable,4399155.0,3787975.0,4880021.0,2924800.0
Cash Cash Equivalents And Short Term Investments,8813626.0,8266753.0,5050312.0,195203.0
Cash And Cash Equivalents,8813626.0,8266753.0,5050312.0,195203.0
