Date,Adj Close,Close,High,Low,Open,Volume
1986-06-04,0.2076449245214462,0.2502059936523437,0.2502059936523437,0.2370370030403137,0.2502059936523437,47461
1986-06-05,0.1912519931793213,0.2304529994726181,0.2370370030403137,0.2304529994726181,0.2370370030403137,94922
1986-06-06,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2238679975271225,0.2304529994726181,20883
1986-06-09,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.2370370030403137,0
1986-06-10,0.1803230494260788,0.2172839939594268,0.2304529994726181,0.2107000052928924,0.2304529994726181,182250
1986-06-11,0.1803230494260788,0.2172839939594268,0.2172839939594268,0.2172839939594268,0.2172839939594268,0
1986-06-12,0.1857870817184448,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.2238679975271225,37969
1986-06-13,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.2304529994726181,55055
1986-06-16,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2172839939594268,0.2304529994726181,34172
1986-06-17,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.2304529994726181,0
1986-06-18,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2238679975271225,0.2304529994726181,30375
1986-06-19,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.2304529994726181,0
1986-06-20,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.2304529994726181,7594
1986-06-23,0.1857870817184448,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.2238679975271225,18984
1986-06-24,0.1857870817184448,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.2238679975271225,0
1986-06-25,0.1748590469360351,0.2107000052928924,0.2107000052928924,0.2107000052928924,0.2107000052928924,7594
1986-06-26,0.1857870817184448,0.2238679975271225,0.2304529994726181,0.2107000052928924,0.2107000052928924,68344
1986-06-27,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.2304529994726181,37969
1986-06-30,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2107000052928924,0.2304529994726181,265781
1986-07-01,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.2370370030403137,28477
1986-07-02,0.2076449245214462,0.2502059936523437,0.2502059936523437,0.2436210066080093,0.2436210066080093,47461
1986-07-03,0.2076449245214462,0.2502059936523437,0.2502059936523437,0.2502059936523437,0.2502059936523437,7594
1986-07-07,0.2076449245214462,0.2502059936523437,0.2502059936523437,0.2370370030403137,0.2502059936523437,110109
1986-07-08,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2238679975271225,0.2370370030403137,224016
1986-07-09,0.1803230494260788,0.2172839939594268,0.2370370030403137,0.2172839939594268,0.2370370030403137,94922
1986-07-10,0.1912519931793213,0.2304529994726181,0.2304529994726181,0.2172839939594268,0.2172839939594268,34172
1986-07-11,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.2370370030403137,18984
1986-07-14,0.1967159956693649,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.2370370030403137,0
1986-07-15,0.1748590469360351,0.2107000052928924,0.2172839939594268,0.2107000052928924,0.2172839939594268,60750
1986-07-16,0.1693941801786422,0.2041150033473968,0.2041150033473968,0.2041150033473968,0.2041150033473968,1898
1986-07-17,0.1803230494260788,0.2172839939594268,0.2304529994726181,0.2172839939594268,0.2172839939594268,178453
