Date,Adj Close,Close,High,Low,Open,Volume
2020-02-13,226.0,226.0,226.0,226.0,226.0,0
2020-02-14,226.0,226.0,226.0,226.0,226.0,0
2020-02-18,226.0,226.0,226.0,226.0,226.0,0
2020-02-19,226.0,226.0,226.0,226.0,226.0,0
2020-02-20,226.0,226.0,226.0,226.0,226.0,0
2020-02-21,226.0,226.0,226.0,226.0,226.0,0
2020-02-24,226.0,226.0,226.0,226.0,226.0,0
2020-02-25,226.0,226.0,226.0,226.0,226.0,0
2020-02-26,226.0,226.0,226.0,226.0,226.0,0
2020-02-27,226.0,226.0,226.0,226.0,226.0,0
2020-02-28,226.0,226.0,226.0,226.0,226.0,0
2020-03-02,226.0,226.0,226.0,226.0,226.0,0
2020-03-03,226.0,226.0,226.0,226.0,226.0,0
2020-03-04,226.0,226.0,226.0,226.0,226.0,0
2020-03-05,226.0,226.0,226.0,226.0,226.0,0
2020-03-06,226.0,226.0,226.0,226.0,226.0,0
2020-03-09,226.0,226.0,226.0,226.0,226.0,0
2020-03-10,226.0,226.0,226.0,226.0,226.0,0
2020-03-11,226.0,226.0,226.0,226.0,226.0,0
2020-03-12,177.0,177.0,177.0,177.0,177.0,5
2020-03-13,177.0,177.0,177.0,177.0,177.0,0
2020-03-16,156.39999389648438,156.39999389648438,160.0,156.39999389648438,160.0,10
2020-03-17,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,60
2020-03-18,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,0
2020-03-19,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,140.8000030517578,0
2020-03-20,126.8000030517578,126.8000030517578,140.8000030517578,126.8000030517578,140.8000030517578,10
2020-03-23,123.8000030517578,123.8000030517578,123.8000030517578,123.8000030517578,123.8000030517578,15
2020-03-24,123.8000030517578,123.8000030517578,123.8000030517578,123.8000030517578,123.8000030517578,0
2020-03-25,124.5999984741211,124.5999984741211,124.5999984741211,124.5999984741211,124.5999984741211,50
2020-03-26,124.5999984741211,124.5999984741211,124.5999984741211,124.5999984741211,124.5999984741211,0
2020-03-27,150.0,150.0,160.0,150.0,159.1999969482422,55
2020-03-30,150.0,150.0,150.0,150.0,150.0,0
2020-03-31,132.0,132.0,146.60000610351562,132.0,146.60000610351562,15
2020-04-01,135.0,135.0,135.0,135.0,135.0,5
2020-04-02,135.0,135.0,135.0,135.0,135.0,0
2020-04-03,135.0,135.0,135.0,135.0,135.0,0
2020-04-06,135.0,135.0,135.0,135.0,135.0,0
2020-04-07,135.0,135.0,135.0,135.0,135.0,0
2020-04-08,135.0,135.0,135.0,135.0,135.0,0
2020-04-09,135.0,135.0,135.0,135.0,135.0,0
2020-04-13,135.0,135.0,135.0,135.0,135.0,0
2020-04-14,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,5
2020-04-15,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,0
2020-04-16,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,164.60000610351562,0
2020-04-17,170.0,170.0,170.0,170.0,170.0,50
2020-04-20,170.0,170.0,170.0,170.0,170.0,0
2020-04-21,170.0,170.0,170.0,170.0,170.0,0
2020-04-22,140.0,140.0,163.8000030517578,124.8000030517578,163.8000030517578,125
2020-04-23,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,15
2020-04-24,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-04-27,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-04-28,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-04-29,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-04-30,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-01,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-04,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-05,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-06,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-07,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,149.1999969482422,0
2020-05-08,145.60000610351562,145.60000610351562,165.8000030517578,145.60000610351562,163.1999969482422,165
2020-05-11,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-12,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-13,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-14,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-15,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-18,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-19,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-20,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-21,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-22,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-26,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-27,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-28,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-05-29,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-01,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-02,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-03,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-04,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-05,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-08,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
2020-06-09,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,0
